"discrete_curve","Estimate","Std. Error","t value","Pr(>|t|)","parameter","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K"
169,0.0567989802732833,0.00100234395270242,56.6661574803217,0.000311278879632504,"r_max","baranyi",4,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
169,6.1880069968244,0.0155470021713232,398.019304855974,6.31229975385683e-06,"N_max","baranyi",4,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
169,0.20593176746846,0.483454744465127,0.425958726904819,0.711599638197058,"N_0","baranyi",4,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
169,113.090753098381,22.1028416337796,5.11657075466465,0.036140099995777,"t_lag","baranyi",4,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
170,0.0813757768986011,0.00563343934831878,14.445132336942,1.69357947876113e-08,"r_max","gompertz",7,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
170,7.46718162081707,0.324182780531412,23.0338625900383,1.16885688353592e-10,"N_max","gompertz",7,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
170,0.233461312429078,0.122477109812788,1.90616281512468,0.0830790135668256,"N_0","gompertz",7,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
170,69.7536089147826,8.09800574787741,8.6136773776761,3.21319722780373e-06,"t_lag","gompertz",7,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
171,0.131463850279187,0.00748004434086177,17.5752768684845,1.12205786374092e-07,"r_max","baranyi",10,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
171,6.18711088227984,0.131786751385104,46.9478973967573,4.68407920480767e-11,"N_max","baranyi",10,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
171,0,0.255894351178303,0,1,"N_0","baranyi",10,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
171,27.9414619401094,6.43503342089398,4.34208497649538,0.00247144382263732,"t_lag","baranyi",10,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
172,0.241398740739454,0.0192357934513209,12.5494558542828,5.70267092515778e-05,"r_max","gompertz",15,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
172,6.00667132084926,0.236620293172968,25.3852754567354,1.77092705108139e-06,"N_max","gompertz",15,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
172,0.133694727793967,0.224275985253965,0.596117001303434,0.577056427012944,"N_0","gompertz",15,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
172,23.1954348986997,3.72896426832702,6.22034249448742,0.00157004731080897,"t_lag","gompertz",15,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
173,0.411218415158297,0.0421078109201368,9.76584643495786,0.0103232027119982,"r_max","buchanan",20,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
173,5.59837106444488,0.256030019929402,21.8660728378202,0.00208496386384244,"N_max","buchanan",20,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
173,0.0608474499623617,696657.350428471,8.73420052554362e-08,0.999999938239876,"N_0","buchanan",20,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
173,16.2359930285777,3900876.41109573,4.16213981616944e-06,0.999997056922712,"t_lag","buchanan",20,"Hours","CFU","Aerobic Psychotropic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
174,0.0632564596326301,0.00676389895164776,9.35207046776181,0.000235495091525426,"r_max","baranyi",2,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
174,7.26179192888134,0.284518123360171,25.5231260600178,1.72392337134553e-06,"N_max","baranyi",2,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
174,0.0114603929473903,0.28171936652241,0.0406801743481796,0.96912528544061,"N_0","baranyi",2,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
174,183.726514349839,20.7311740852318,8.86233040128291,0.000304138987571926,"t_lag","baranyi",2,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
175,0.0827969644002907,0.00759016937858219,10.9084475287107,0.00164890868012635,"r_max","gompertz",4,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
175,8.21360102760059,0.276116055990754,29.746915651568,8.3441264041734e-05,"N_max","gompertz",4,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
175,0.232080971626206,0.189196463736639,1.22666654039191,0.307440830587131,"N_0","gompertz",4,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
175,183.197118612294,12.2592209520478,14.9436183040402,0.000650348527171144,"t_lag","gompertz",4,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
176,0.105484879115133,0.00467542099131652,22.5615787992239,6.58682107507568e-10,"r_max","buchanan",7,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
176,7.04727005231037,0.116816097557039,60.3279017163652,3.80589255252015e-14,"N_max","buchanan",7,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
176,0.0257828379027577,0.11681609724553,0.220713056767904,0.829756954749895,"N_0","buchanan",7,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
176,92.302596305276,4.81667347498583,19.1631416961573,3.25795932287866e-09,"t_lag","buchanan",7,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
177,0.189189830996185,0.0123335429051132,15.3394553739908,3.23929860552128e-07,"r_max","gompertz",10,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
177,6.98643509771493,0.162273238385444,43.0535260602872,9.34145958126977e-11,"N_max","gompertz",10,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
177,0.0151897909066322,0.201892756868309,0.0752369284676233,0.941873593428583,"N_0","gompertz",10,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
177,41.1328858416645,4.2476879391344,9.68359409426076,1.07854630195631e-05,"t_lag","gompertz",10,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
178,0.22108701940423,0.0108066495498209,20.4584240827809,5.16284842081132e-06,"r_max","buchanan",15,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
178,7.14586965998256,0.138374261680461,51.6416100306577,5.14709003418087e-08,"N_max","buchanan",15,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
178,0.363411802454166,0.195690757703721,1.85707187563951,0.122430671577237,"N_0","buchanan",15,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
178,21.5520961196672,2.5519434034189,8.44536602606208,0.000382022596138641,"t_lag","buchanan",15,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
179,0.370698676588452,0.0139685068190928,26.538174866462,1.42024801406331e-06,"r_max","buchanan",20,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
179,6.10011624527753,0.161109686077612,37.8631253886181,2.4209247173652e-07,"N_max","buchanan",20,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
179,0.447072064363906,0.113921752121581,3.92437840919771,0.0111329346806523,"N_0","buchanan",20,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
179,14.7567491190746,1.05782333672644,13.9501073636181,3.40249807537069e-05,"t_lag","buchanan",20,"Hours","CFU","Aerobic Psychotropic.","Cooked Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
180,0.0593127015473308,0.00423426986778579,14.0077754605535,8.25540165730453e-06,"r_max","gompertz",2,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
180,6.22619637558337,0.196633674078509,31.6639375466151,6.59343471346711e-08,"N_max","gompertz",2,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
180,0.164384273347829,0.116184099670854,1.41486032782046,0.206850443896244,"N_0","gompertz",2,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
180,162.473682182661,10.1023834453512,16.082707913589,3.67280694019286e-06,"t_lag","gompertz",2,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
181,0.144105823242669,0.0145793201634706,9.88426220337315,1.76835523354193e-06,"r_max","gompertz",7,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
181,7.56297026992851,0.237975440137964,31.7804655200719,2.23813197390835e-11,"N_max","gompertz",7,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
181,0.245306525040804,0.174616350021592,1.40483136321697,0.190364805564308,"N_0","gompertz",7,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
181,87.3901285036485,7.01387539235014,12.459606653258,2.04998558090112e-07,"t_lag","gompertz",7,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
182,0.0655613557025794,0.00362168634331853,18.1024388883179,0.000367712937480816,"r_max","baranyi",4,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
182,6.00616325490057,0.0785771064285994,76.4365542062583,4.93514491498734e-06,"N_max","baranyi",4,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
182,0.204451733194061,0.119530141875325,1.71046172945492,0.18570754104001,"N_0","baranyi",4,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
182,138.776436398563,8.61050787427011,16.117102315562,0.000519545446495047,"t_lag","baranyi",4,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
183,0.25829511097085,0.023952419023414,10.7836753656639,3.76108446841665e-05,"r_max","gompertz",10,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
183,6.71758216316521,0.214851499470336,31.2661637443805,7.1101698442401e-08,"N_max","gompertz",10,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
183,0,0.189629664482602,0,1,"N_0","gompertz",10,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
183,50.3658219790799,3.46510462571092,14.5351518696918,6.65043651956141e-06,"t_lag","gompertz",10,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
184,0.329749266070237,0.0230051686217132,14.3337035034382,2.9793832593452e-05,"r_max","baranyi",15,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
184,7.04213022108499,0.18555758582944,37.951184747348,2.39305062864123e-07,"N_max","baranyi",15,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
184,0.321264123936506,0.459230870934075,0.699569964194818,0.515395627712082,"N_0","baranyi",15,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
184,22.1032087974285,4.45149995451493,4.9653395536959,0.00422868241831217,"t_lag","baranyi",15,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
185,0.461859845235546,0.0277487882435599,16.6443248325533,7.63320771784794e-05,"r_max","buchanan",20,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
185,6.05208333333333,0.280703950075971,21.5603782265813,2.73730274067123e-05,"N_max","buchanan",20,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
185,0.145390802414238,612648.038558272,2.37315380550931e-07,0.999999822013465,"N_0","buchanan",20,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
185,10.2838125322967,3054334.43297609,3.36695694527345e-06,0.999997474782291,"t_lag","buchanan",20,"Hours","CFU","Aerobic Mesophilic.","Raw Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
186,0.0474321971545843,0.00278900084277458,17.0068780285478,2.64327877968505e-06,"r_max","baranyi",2,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
186,6.01183416462722,0.141091784380255,42.6093850257417,1.1181774331229e-08,"N_max","baranyi",2,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
186,0.295210140824541,0.122378021752839,2.4122807069129,0.0524108847765524,"N_0","baranyi",2,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
186,153.068236038168,11.8823759869956,12.8819552760904,1.34556085149977e-05,"t_lag","baranyi",2,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
187,0.0643804637479313,0.00157742172409043,40.8137296226564,3.23678688914048e-05,"r_max","baranyi",4,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
187,6.80749593176034,0.0434083906956858,156.824425477651,5.71697197188332e-07,"N_max","baranyi",4,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
187,0.531320806796756,0.0653144388471627,8.13481392743892,0.00388411771425272,"N_0","baranyi",4,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
187,132.191705275179,4.30975086705405,30.6727022867424,7.6129908146051e-05,"t_lag","baranyi",4,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
188,0.103241096553753,0.00480336716088639,21.4934842779541,1.06022743228349e-09,"r_max","gompertz",7,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
188,8.34665031279873,0.266273433813887,31.3461624513118,2.56507423995852e-11,"N_max","gompertz",7,"Hours","CFU","Aerobic Mesophilic.","Salted Chicken Breast",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",NA,NA
