"","discrete_curve","Estimate","Std. Error","t value","Pr(>|t|)","parameter","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation"
"837",379,57.7395177793536,10.2668973914283,5.62385261856805,0.00135093384225149,"t_lag","gompertz",0,"Hours","CGU","plate_count_total","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"838",379,0.0572377525100471,0.00336374004278719,17.0161046281745,2.63484334600966e-06,"r_max","gompertz",0,"Hours","CGU","plate_count_total","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"839",379,4.73020080290732,0.144974798366048,32.6277453476018,5.51281878046108e-08,"N_0","gompertz",0,"Hours","CGU","plate_count_total","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"840",379,10.316076580494,0.215390288429005,47.8948083302012,5.55386176248322e-09,"N_max","gompertz",0,"Hours","CGU","plate_count_total","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"841",380,0.00991946945528932,0.00090641954902015,10.9435740502424,2.98166426316102e-07,"r_max","logistic",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"842",380,3.28762866669733,0.166541527942082,19.7405938766255,6.14751333744056e-10,"N_0","logistic",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"843",380,10.5385920692573,0.364497754387187,28.91263922044,9.95990464971895e-12,"N_max","logistic",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"844",380,-2.95262497235935,17.8494088971061,-0.165418641557259,0.871910806330552,"t_lag","baranyi",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"845",380,0.0535620831011168,0.00366190600414748,14.626831775707,4.45289964087448e-08,"r_max","baranyi",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"846",380,3.34685201368998,0.272769649096429,12.2698842220045,2.36938758465661e-07,"N_0","baranyi",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"847",380,9.59027985148333,0.173499418359706,55.2755734984677,9.10466039682166e-14,"N_max","baranyi",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"848",380,2.08725312834611,15.2352304104352,0.137001743466674,0.893748484541546,"t_lag","buchanan",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"849",380,0.0532600288105579,0.00315852611234608,16.8623044154597,1.13009396114732e-08,"r_max","buchanan",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"850",380,3.44825333422234,0.280694932035338,12.2847010782091,2.34257750891026e-07,"N_0","buchanan",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"851",380,9.48219813427194,0.140347466214774,67.5623036881999,1.22941949808032e-14,"N_max","buchanan",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"852",380,-12.180424284858,42.3089013343685,-0.287892710533789,0.77930719603067,"t_lag","gompertz",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"853",380,0.0626714419379391,0.00528788637819603,11.8518889128097,3.28305634998477e-07,"r_max","gompertz",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"854",380,2.69654599765588,0.902165347972058,2.98897092835292,0.0135975538656618,"N_0","gompertz",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"855",380,10.4772759422811,0.5637856391747,18.5837935808692,4.39470190288876e-09,"N_max","gompertz",0,"Hours","CGU","pseudonomads","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"856",381,0.0101340452852697,0.00068632892817808,14.7655808595617,4.65286152475732e-09,"r_max","logistic",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"857",381,3.09638430909971,0.10498214874633,29.4943887706239,1.44004251631425e-12,"N_0","logistic",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"858",381,9.38030523609932,0.221970159256387,42.2593075912721,2.00044269350982e-14,"N_max","logistic",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"859",381,8.69445359259447,12.4855870295721,0.696359215790307,0.500653695029739,"t_lag","baranyi",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"860",381,0.0511836123545113,0.00256218577886271,19.9765422073455,5.41203534116851e-10,"r_max","baranyi",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"861",381,3.26908857315581,0.186724934340422,17.5075095605382,2.21729467486322e-09,"N_0","baranyi",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"862",381,8.54793476286502,0.0960989612239536,88.9492940818007,4.52288689371151e-17,"N_max","baranyi",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"863",381,7.19578459514134,11.94306874627,0.602507173659925,0.559052392492685,"t_lag","buchanan",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"864",381,0.0487727069533568,0.00217870086037441,22.3861420539281,1.58999554167338e-10,"r_max","buchanan",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"865",381,3.32924866648106,0.212464350047303,15.6696813641434,7.19008901604786e-09,"N_0","buchanan",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"866",381,8.51411863975031,0.10623217463757,80.1463273137142,1.42086927710867e-16,"N_max","buchanan",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"867",381,14.0712585651829,16.3384994033901,0.861233226979411,0.407491054564582,"t_lag","gompertz",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"868",381,0.0584215458232444,0.00315209173314566,18.5342149814092,1.20731906762281e-09,"r_max","gompertz",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"869",381,3.1207557552405,0.294457805329615,10.5983122157252,4.1242670038903e-07,"N_0","gompertz",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"870",381,9.10700307005642,0.205143670265576,44.3932930431957,9.25300455650506e-14,"N_max","gompertz",0,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"871",383,0.00519925403373927,0.00179704033524384,2.89323168310175,0.0177903806573915,"r_max","logistic",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"872",383,2.31707762167917,0.175219116013063,13.2238860371058,3.35308342029685e-07,"N_0","logistic",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"873",383,7.3557647710218,2.04908268492533,3.58978426060433,0.00584075183729981,"N_max","logistic",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"874",383,95.6170333432204,10.8095793753258,8.84558316500996,2.10417480669287e-05,"t_lag","baranyi",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"875",383,0.0419245315348949,0.00464309602397461,9.02943452352003,1.80915302860377e-05,"r_max","baranyi",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"876",383,2.60140718772978,0.0802378108622226,32.4212133877468,8.92748224755425e-10,"N_0","baranyi",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"877",383,5.07273613159386,0.0786850883713686,64.4688369370847,3.72745838851881e-12,"N_max","baranyi",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"878",383,69.342742279598,12.1919083440085,5.68760364030094,0.000460925730387818,"t_lag","buchanan",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"879",383,0.0281074489845078,0.00204100641685738,13.7713672785929,7.46072575560751e-07,"r_max","buchanan",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"880",383,2.63565186702498,0.110703966571283,23.8081068696654,1.03158411206717e-08,"N_0","buchanan",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"881",383,5.14895557668908,0.110703965987971,46.5110308446273,5.04660094866527e-11,"N_max","buchanan",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"882",383,88.8557298971547,7.90140231967081,11.2455645595903,3.51088666900328e-06,"t_lag","gompertz",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"883",383,0.0385820239821951,0.00333451047294255,11.5705211590319,2.82884246075539e-06,"r_max","gompertz",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"884",383,2.62741812669159,0.0622722468847849,42.1924413864944,1.09731234489911e-10,"N_0","gompertz",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"885",383,5.22614275501365,0.09702871108854,53.8618177690181,1.56554098862672e-11,"N_max","gompertz",0,"Hours","CGU","enterobacteriaceae","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"886",386,0.0483112052393263,0.00437595840428419,11.0401427015459,1.90787143492378e-09,"r_max","logistic",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"887",386,2.73092501388435,0.178691215706112,15.2829281679735,9.42523931204191e-12,"N_0","logistic",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"888",386,8.26037805722864,0.169925468273833,48.6117716263528,1.50039027047739e-20,"N_max","logistic",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"889",386,6.59708713872218,5.64935414359413,1.16775952985753,0.259021528676332,"t_lag","baranyi",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"890",386,0.229107136390877,0.0267772750388782,8.55602879898101,1.44489436981139e-07,"r_max","baranyi",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"891",386,3.18851267364024,0.375478773664546,8.49185865427607,1.60480345343626e-07,"N_0","baranyi",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"892",386,7.7884085987966,0.129282738039847,60.2432213061276,2.91316959011997e-21,"N_max","baranyi",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"893",386,1.74939110459534,6944389.93795018,2.51914296320709e-07,0.999999801934032,"t_lag","buchanan",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"894",386,0.162685497516573,0.0130477818436181,12.4684409554368,5.58882035539125e-10,"r_max","buchanan",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"895",386,3.39082354285267,490644.842055655,6.91095320322972e-06,0.999994566308241,"N_0","buchanan",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"896",386,8.07428353540811,0.187835660425268,42.9858926527986,8.72124718191354e-19,"N_max","buchanan",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"897",386,6.9821712061932,4.31908405764215,1.61658608932119,0.124371802656742,"t_lag","gompertz",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
"898",386,0.250065999437511,0.0217077010666697,11.519690577528,1.87487226787482e-09,"r_max","gompertz",10,"Hours","CGU","brochothrix_thermosphacta","pork",1,"Koutsoumanis, K., Stamatiou, A., Skandamis, P., & Nychas, G. J. E. (2006). Development of a microbial model for the combined effect of temperature and pH on spoilage of ground meat, and validation of the model under dynamic temperature conditions. Applied and Environmental Microbiology, 72(1), 124–134. https://doi.org/10.1128/AEM.72.1.124-134.2006"
