"ID","bacterial_genus","replicate","minute","trait_name","trait_value","Temperature"
"Sea_WYM25_03","Chryseobacterium(2)",1,810,"Absorbance (600nm) continuous",0.112,22
"Sea_WYM25_03","Chryseobacterium(2)",1,840,"Absorbance (600nm) continuous",0.114,22
"Sea_WYM25_03","Chryseobacterium(2)",1,870,"Absorbance (600nm) continuous",0.114,22
"Sea_WYM25_03","Chryseobacterium(2)",1,900,"Absorbance (600nm) continuous",0.115,22
"Sea_WYM25_03","Chryseobacterium(2)",1,930,"Absorbance (600nm) continuous",0.117,22
"Sea_WYM25_03","Chryseobacterium(2)",1,960,"Absorbance (600nm) continuous",0.117,22
"Sea_WYM25_03","Chryseobacterium(2)",1,990,"Absorbance (600nm) continuous",0.117,22
"Sea_WYM25_03","Chryseobacterium(2)",1,1020,"Absorbance (600nm) continuous",0.117,22
"Sea_WYM25_03","Chryseobacterium(2)",1,1050,"Absorbance (600nm) continuous",0.118,22
"Sea_WYM25_03","Chryseobacterium(2)",1,1080,"Absorbance (600nm) continuous",0.119,22
"Sea_WYM25_03","Chryseobacterium(2)",1,1110,"Absorbance (600nm) continuous",0.121,22
"Sea_WYM25_03","Chryseobacterium(2)",2,0,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",2,30,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",2,60,"Absorbance (600nm) continuous",0.089,22
"Sea_WYM25_03","Chryseobacterium(2)",2,90,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",2,120,"Absorbance (600nm) continuous",0.089,22
"Sea_WYM25_03","Chryseobacterium(2)",2,150,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",2,180,"Absorbance (600nm) continuous",0.089,22
"Sea_WYM25_03","Chryseobacterium(2)",2,210,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",2,240,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",2,270,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM25_03","Chryseobacterium(2)",2,300,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM25_03","Chryseobacterium(2)",2,330,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM25_03","Chryseobacterium(2)",2,360,"Absorbance (600nm) continuous",0.092,22
"Sea_WYM25_03","Chryseobacterium(2)",2,390,"Absorbance (600nm) continuous",0.093,22
"Sea_WYM25_03","Chryseobacterium(2)",2,420,"Absorbance (600nm) continuous",0.093,22
"Sea_WYM25_03","Chryseobacterium(2)",2,450,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM25_03","Chryseobacterium(2)",2,480,"Absorbance (600nm) continuous",0.096,22
"Sea_WYM25_03","Chryseobacterium(2)",2,510,"Absorbance (600nm) continuous",0.098,22
"Sea_WYM25_03","Chryseobacterium(2)",2,540,"Absorbance (600nm) continuous",0.1,22
"Sea_WYM25_03","Chryseobacterium(2)",2,570,"Absorbance (600nm) continuous",0.103,22
"Sea_WYM25_03","Chryseobacterium(2)",2,600,"Absorbance (600nm) continuous",0.107,22
"Sea_WYM25_03","Chryseobacterium(2)",2,630,"Absorbance (600nm) continuous",0.112,22
"Sea_WYM25_03","Chryseobacterium(2)",2,660,"Absorbance (600nm) continuous",0.118,22
"Sea_WYM25_03","Chryseobacterium(2)",2,690,"Absorbance (600nm) continuous",0.126,22
"Sea_WYM25_03","Chryseobacterium(2)",2,720,"Absorbance (600nm) continuous",0.135,22
"Sea_WYM25_03","Chryseobacterium(2)",2,750,"Absorbance (600nm) continuous",0.143,22
"Sea_WYM25_03","Chryseobacterium(2)",2,780,"Absorbance (600nm) continuous",0.154,22
"Sea_WYM25_03","Chryseobacterium(2)",2,810,"Absorbance (600nm) continuous",0.162,22
"Sea_WYM25_03","Chryseobacterium(2)",2,840,"Absorbance (600nm) continuous",0.169,22
"Sea_WYM25_03","Chryseobacterium(2)",2,870,"Absorbance (600nm) continuous",0.173,22
"Sea_WYM25_03","Chryseobacterium(2)",2,900,"Absorbance (600nm) continuous",0.175,22
"Sea_WYM25_03","Chryseobacterium(2)",2,930,"Absorbance (600nm) continuous",0.179,22
"Sea_WYM25_03","Chryseobacterium(2)",2,960,"Absorbance (600nm) continuous",0.182,22
"Sea_WYM25_03","Chryseobacterium(2)",2,990,"Absorbance (600nm) continuous",0.182,22
"Sea_WYM25_03","Chryseobacterium(2)",2,1020,"Absorbance (600nm) continuous",0.185,22
"Sea_WYM25_03","Chryseobacterium(2)",2,1050,"Absorbance (600nm) continuous",0.186,22
"Sea_WYM25_03","Chryseobacterium(2)",2,1080,"Absorbance (600nm) continuous",0.187,22
"Sea_WYM25_03","Chryseobacterium(2)",2,1110,"Absorbance (600nm) continuous",0.188,22
"Sea_WYM25_03","Chryseobacterium(2)",3,0,"Absorbance (600nm) continuous",0.087,22
"Sea_WYM25_03","Chryseobacterium(2)",3,30,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,60,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,90,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,120,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,150,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,180,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,210,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,240,"Absorbance (600nm) continuous",0.085,22
"Sea_WYM25_03","Chryseobacterium(2)",3,270,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,300,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,330,"Absorbance (600nm) continuous",0.085,22
"Sea_WYM25_03","Chryseobacterium(2)",3,360,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,390,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,420,"Absorbance (600nm) continuous",0.085,22
"Sea_WYM25_03","Chryseobacterium(2)",3,450,"Absorbance (600nm) continuous",0.085,22
"Sea_WYM25_03","Chryseobacterium(2)",3,480,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,510,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,540,"Absorbance (600nm) continuous",0.085,22
"Sea_WYM25_03","Chryseobacterium(2)",3,570,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,600,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,630,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,660,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,690,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,720,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,750,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,780,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,810,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,840,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,870,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,900,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,930,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,960,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,990,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,1020,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,1050,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,1080,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",3,1110,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM25_03","Chryseobacterium(2)",4,0,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM25_03","Chryseobacterium(2)",4,30,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",4,60,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",4,90,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",4,120,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",4,150,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM25_03","Chryseobacterium(2)",4,180,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM25_03","Chryseobacterium(2)",4,210,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM25_03","Chryseobacterium(2)",4,240,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM25_03","Chryseobacterium(2)",4,270,"Absorbance (600nm) continuous",0.092,22
"Sea_WYM25_03","Chryseobacterium(2)",4,300,"Absorbance (600nm) continuous",0.093,22
"Sea_WYM25_03","Chryseobacterium(2)",4,330,"Absorbance (600nm) continuous",0.094,22
"Sea_WYM25_03","Chryseobacterium(2)",4,360,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM25_03","Chryseobacterium(2)",4,390,"Absorbance (600nm) continuous",0.096,22
"Sea_WYM25_03","Chryseobacterium(2)",4,420,"Absorbance (600nm) continuous",0.098,22
"Sea_WYM25_03","Chryseobacterium(2)",4,450,"Absorbance (600nm) continuous",0.102,22
"Sea_WYM25_03","Chryseobacterium(2)",4,480,"Absorbance (600nm) continuous",0.105,22
"Sea_WYM25_03","Chryseobacterium(2)",4,510,"Absorbance (600nm) continuous",0.108,22
"Sea_WYM25_03","Chryseobacterium(2)",4,540,"Absorbance (600nm) continuous",0.111,22
"Sea_WYM25_03","Chryseobacterium(2)",4,570,"Absorbance (600nm) continuous",0.114,22
"Sea_WYM25_03","Chryseobacterium(2)",4,600,"Absorbance (600nm) continuous",0.116,22
"Sea_WYM25_03","Chryseobacterium(2)",4,630,"Absorbance (600nm) continuous",0.117,22
"Sea_WYM25_03","Chryseobacterium(2)",4,660,"Absorbance (600nm) continuous",0.12,22
"Sea_WYM25_03","Chryseobacterium(2)",4,690,"Absorbance (600nm) continuous",0.123,22
"Sea_WYM25_03","Chryseobacterium(2)",4,720,"Absorbance (600nm) continuous",0.126,22
"Sea_WYM25_03","Chryseobacterium(2)",4,750,"Absorbance (600nm) continuous",0.13,22
"Sea_WYM25_03","Chryseobacterium(2)",4,780,"Absorbance (600nm) continuous",0.135,22
"Sea_WYM25_03","Chryseobacterium(2)",4,810,"Absorbance (600nm) continuous",0.138,22
"Sea_WYM25_03","Chryseobacterium(2)",4,840,"Absorbance (600nm) continuous",0.14,22
"Sea_WYM25_03","Chryseobacterium(2)",4,870,"Absorbance (600nm) continuous",0.142,22
"Sea_WYM25_03","Chryseobacterium(2)",4,900,"Absorbance (600nm) continuous",0.144,22
"Sea_WYM25_03","Chryseobacterium(2)",4,930,"Absorbance (600nm) continuous",0.147,22
"Sea_WYM25_03","Chryseobacterium(2)",4,960,"Absorbance (600nm) continuous",0.148,22
"Sea_WYM25_03","Chryseobacterium(2)",4,990,"Absorbance (600nm) continuous",0.149,22
"Sea_WYM25_03","Chryseobacterium(2)",4,1020,"Absorbance (600nm) continuous",0.149,22
"Sea_WYM25_03","Chryseobacterium(2)",4,1050,"Absorbance (600nm) continuous",0.149,22
"Sea_WYM25_03","Chryseobacterium(2)",4,1080,"Absorbance (600nm) continuous",0.15,22
"Sea_WYM25_03","Chryseobacterium(2)",4,1110,"Absorbance (600nm) continuous",0.15,22
"Sea_WYM27_02","Paenibacillus(1)",1,0,"Absorbance (600nm) continuous",0.083,22
"Sea_WYM27_02","Paenibacillus(1)",1,30,"Absorbance (600nm) continuous",0.083,22
"Sea_WYM27_02","Paenibacillus(1)",1,60,"Absorbance (600nm) continuous",0.084,22
"Sea_WYM27_02","Paenibacillus(1)",1,90,"Absorbance (600nm) continuous",0.084,22
"Sea_WYM27_02","Paenibacillus(1)",1,120,"Absorbance (600nm) continuous",0.085,22
"Sea_WYM27_02","Paenibacillus(1)",1,150,"Absorbance (600nm) continuous",0.084,22
"Sea_WYM27_02","Paenibacillus(1)",1,180,"Absorbance (600nm) continuous",0.085,22
"Sea_WYM27_02","Paenibacillus(1)",1,210,"Absorbance (600nm) continuous",0.085,22
"Sea_WYM27_02","Paenibacillus(1)",1,240,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM27_02","Paenibacillus(1)",1,270,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM27_02","Paenibacillus(1)",1,300,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM27_02","Paenibacillus(1)",1,330,"Absorbance (600nm) continuous",0.087,22
"Sea_WYM27_02","Paenibacillus(1)",1,360,"Absorbance (600nm) continuous",0.089,22
"Sea_WYM27_02","Paenibacillus(1)",1,390,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM27_02","Paenibacillus(1)",1,420,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM27_02","Paenibacillus(1)",1,450,"Absorbance (600nm) continuous",0.093,22
"Sea_WYM27_02","Paenibacillus(1)",1,480,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM27_02","Paenibacillus(1)",1,510,"Absorbance (600nm) continuous",0.098,22
"Sea_WYM27_02","Paenibacillus(1)",1,540,"Absorbance (600nm) continuous",0.1,22
"Sea_WYM27_02","Paenibacillus(1)",1,570,"Absorbance (600nm) continuous",0.104,22
"Sea_WYM27_02","Paenibacillus(1)",1,600,"Absorbance (600nm) continuous",0.107,22
"Sea_WYM27_02","Paenibacillus(1)",1,630,"Absorbance (600nm) continuous",0.111,22
"Sea_WYM27_02","Paenibacillus(1)",1,660,"Absorbance (600nm) continuous",0.116,22
"Sea_WYM27_02","Paenibacillus(1)",1,690,"Absorbance (600nm) continuous",0.116,22
"Sea_WYM27_02","Paenibacillus(1)",1,720,"Absorbance (600nm) continuous",0.118,22
"Sea_WYM27_02","Paenibacillus(1)",1,750,"Absorbance (600nm) continuous",0.122,22
"Sea_WYM27_02","Paenibacillus(1)",1,780,"Absorbance (600nm) continuous",0.125,22
"Sea_WYM27_02","Paenibacillus(1)",1,810,"Absorbance (600nm) continuous",0.129,22
"Sea_WYM27_02","Paenibacillus(1)",1,840,"Absorbance (600nm) continuous",0.134,22
"Sea_WYM27_02","Paenibacillus(1)",1,870,"Absorbance (600nm) continuous",0.138,22
"Sea_WYM27_02","Paenibacillus(1)",1,900,"Absorbance (600nm) continuous",0.142,22
"Sea_WYM27_02","Paenibacillus(1)",1,930,"Absorbance (600nm) continuous",0.144,22
"Sea_WYM27_02","Paenibacillus(1)",1,960,"Absorbance (600nm) continuous",0.146,22
"Sea_WYM27_02","Paenibacillus(1)",1,990,"Absorbance (600nm) continuous",0.148,22
"Sea_WYM27_02","Paenibacillus(1)",1,1020,"Absorbance (600nm) continuous",0.15,22
"Sea_WYM27_02","Paenibacillus(1)",1,1050,"Absorbance (600nm) continuous",0.152,22
"Sea_WYM27_02","Paenibacillus(1)",1,1080,"Absorbance (600nm) continuous",0.154,22
"Sea_WYM27_02","Paenibacillus(1)",1,1110,"Absorbance (600nm) continuous",0.154,22
"Sea_WYM27_02","Paenibacillus(1)",2,0,"Absorbance (600nm) continuous",0.088,22
"Sea_WYM27_02","Paenibacillus(1)",2,30,"Absorbance (600nm) continuous",0.088,22
"Sea_WYM27_02","Paenibacillus(1)",2,60,"Absorbance (600nm) continuous",0.089,22
"Sea_WYM27_02","Paenibacillus(1)",2,90,"Absorbance (600nm) continuous",0.089,22
"Sea_WYM27_02","Paenibacillus(1)",2,120,"Absorbance (600nm) continuous",0.089,22
"Sea_WYM27_02","Paenibacillus(1)",2,150,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM27_02","Paenibacillus(1)",2,180,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM27_02","Paenibacillus(1)",2,210,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM27_02","Paenibacillus(1)",2,240,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM27_02","Paenibacillus(1)",2,270,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM27_02","Paenibacillus(1)",2,300,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM27_02","Paenibacillus(1)",2,330,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM27_02","Paenibacillus(1)",2,360,"Absorbance (600nm) continuous",0.092,22
"Sea_WYM27_02","Paenibacillus(1)",2,390,"Absorbance (600nm) continuous",0.093,22
"Sea_WYM27_02","Paenibacillus(1)",2,420,"Absorbance (600nm) continuous",0.094,22
"Sea_WYM27_02","Paenibacillus(1)",2,450,"Absorbance (600nm) continuous",0.096,22
"Sea_WYM27_02","Paenibacillus(1)",2,480,"Absorbance (600nm) continuous",0.098,22
"Sea_WYM27_02","Paenibacillus(1)",2,510,"Absorbance (600nm) continuous",0.1,22
"Sea_WYM27_02","Paenibacillus(1)",2,540,"Absorbance (600nm) continuous",0.103,22
"Sea_WYM27_02","Paenibacillus(1)",2,570,"Absorbance (600nm) continuous",0.106,22
"Sea_WYM27_02","Paenibacillus(1)",2,600,"Absorbance (600nm) continuous",0.109,22
"Sea_WYM27_02","Paenibacillus(1)",2,630,"Absorbance (600nm) continuous",0.112,22
"Sea_WYM27_02","Paenibacillus(1)",2,660,"Absorbance (600nm) continuous",0.115,22
"Sea_WYM27_02","Paenibacillus(1)",2,690,"Absorbance (600nm) continuous",0.116,22
"Sea_WYM27_02","Paenibacillus(1)",2,720,"Absorbance (600nm) continuous",0.119,22
"Sea_WYM27_02","Paenibacillus(1)",2,750,"Absorbance (600nm) continuous",0.122,22
"Sea_WYM27_02","Paenibacillus(1)",2,780,"Absorbance (600nm) continuous",0.127,22
"Sea_WYM27_02","Paenibacillus(1)",2,810,"Absorbance (600nm) continuous",0.13,22
"Sea_WYM27_02","Paenibacillus(1)",2,840,"Absorbance (600nm) continuous",0.134,22
"Sea_WYM27_02","Paenibacillus(1)",2,870,"Absorbance (600nm) continuous",0.138,22
"Sea_WYM27_02","Paenibacillus(1)",2,900,"Absorbance (600nm) continuous",0.141,22
"Sea_WYM27_02","Paenibacillus(1)",2,930,"Absorbance (600nm) continuous",0.143,22
"Sea_WYM27_02","Paenibacillus(1)",2,960,"Absorbance (600nm) continuous",0.145,22
"Sea_WYM27_02","Paenibacillus(1)",2,990,"Absorbance (600nm) continuous",0.147,22
"Sea_WYM27_02","Paenibacillus(1)",2,1020,"Absorbance (600nm) continuous",0.149,22
"Sea_WYM27_02","Paenibacillus(1)",2,1050,"Absorbance (600nm) continuous",0.151,22
"Sea_WYM27_02","Paenibacillus(1)",2,1080,"Absorbance (600nm) continuous",0.152,22
"Sea_WYM27_02","Paenibacillus(1)",2,1110,"Absorbance (600nm) continuous",0.152,22
"Sea_WYM27_02","Paenibacillus(1)",3,0,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM27_02","Paenibacillus(1)",3,30,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM27_02","Paenibacillus(1)",3,60,"Absorbance (600nm) continuous",0.086,22
"Sea_WYM27_02","Paenibacillus(1)",3,90,"Absorbance (600nm) continuous",0.087,22
"Sea_WYM27_02","Paenibacillus(1)",3,120,"Absorbance (600nm) continuous",0.087,22
"Sea_WYM27_02","Paenibacillus(1)",3,150,"Absorbance (600nm) continuous",0.087,22
"Sea_WYM27_02","Paenibacillus(1)",3,180,"Absorbance (600nm) continuous",0.087,22
"Sea_WYM27_02","Paenibacillus(1)",3,210,"Absorbance (600nm) continuous",0.088,22
"Sea_WYM27_02","Paenibacillus(1)",3,240,"Absorbance (600nm) continuous",0.087,22
"Sea_WYM27_02","Paenibacillus(1)",3,270,"Absorbance (600nm) continuous",0.088,22
"Sea_WYM27_02","Paenibacillus(1)",3,300,"Absorbance (600nm) continuous",0.088,22
"Sea_WYM27_02","Paenibacillus(1)",3,330,"Absorbance (600nm) continuous",0.089,22
"Sea_WYM27_02","Paenibacillus(1)",3,360,"Absorbance (600nm) continuous",0.09,22
"Sea_WYM27_02","Paenibacillus(1)",3,390,"Absorbance (600nm) continuous",0.091,22
"Sea_WYM27_02","Paenibacillus(1)",3,420,"Absorbance (600nm) continuous",0.092,22
"Sea_WYM27_02","Paenibacillus(1)",3,450,"Absorbance (600nm) continuous",0.094,22
"Sea_WYM27_02","Paenibacillus(1)",3,480,"Absorbance (600nm) continuous",0.096,22
"Sea_WYM27_02","Paenibacillus(1)",3,510,"Absorbance (600nm) continuous",0.098,22
"Sea_WYM27_02","Paenibacillus(1)",3,540,"Absorbance (600nm) continuous",0.101,22
"Sea_WYM27_02","Paenibacillus(1)",3,570,"Absorbance (600nm) continuous",0.104,22
"Sea_WYM27_02","Paenibacillus(1)",3,600,"Absorbance (600nm) continuous",0.107,22
"Sea_WYM27_02","Paenibacillus(1)",3,630,"Absorbance (600nm) continuous",0.111,22
"Sea_WYM27_02","Paenibacillus(1)",3,660,"Absorbance (600nm) continuous",0.112,22
"Sea_WYM27_02","Paenibacillus(1)",3,690,"Absorbance (600nm) continuous",0.114,22
"Sea_WYM27_02","Paenibacillus(1)",3,720,"Absorbance (600nm) continuous",0.117,22
"Sea_WYM27_02","Paenibacillus(1)",3,750,"Absorbance (600nm) continuous",0.12,22
"Sea_WYM27_02","Paenibacillus(1)",3,780,"Absorbance (600nm) continuous",0.126,22
"Sea_WYM27_02","Paenibacillus(1)",3,810,"Absorbance (600nm) continuous",0.127,22
"Sea_WYM27_02","Paenibacillus(1)",3,840,"Absorbance (600nm) continuous",0.13,22
"Sea_WYM27_02","Paenibacillus(1)",3,870,"Absorbance (600nm) continuous",0.134,22
"Sea_WYM27_02","Paenibacillus(1)",3,900,"Absorbance (600nm) continuous",0.135,22
"Sea_WYM27_02","Paenibacillus(1)",3,930,"Absorbance (600nm) continuous",0.137,22
"Sea_WYM27_02","Paenibacillus(1)",3,960,"Absorbance (600nm) continuous",0.139,22
"Sea_WYM27_02","Paenibacillus(1)",3,990,"Absorbance (600nm) continuous",0.14,22
"Sea_WYM27_02","Paenibacillus(1)",3,1020,"Absorbance (600nm) continuous",0.141,22
"Sea_WYM27_02","Paenibacillus(1)",3,1050,"Absorbance (600nm) continuous",0.142,22
"Sea_WYM27_02","Paenibacillus(1)",3,1080,"Absorbance (600nm) continuous",0.143,22
"Sea_WYM27_02","Paenibacillus(1)",3,1110,"Absorbance (600nm) continuous",0.144,22
"Sea_WYM27_02","Paenibacillus(1)",4,0,"Absorbance (600nm) continuous",0.097,22
"Sea_WYM27_02","Paenibacillus(1)",4,30,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM27_02","Paenibacillus(1)",4,60,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM27_02","Paenibacillus(1)",4,90,"Absorbance (600nm) continuous",0.094,22
"Sea_WYM27_02","Paenibacillus(1)",4,120,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM27_02","Paenibacillus(1)",4,150,"Absorbance (600nm) continuous",0.094,22
"Sea_WYM27_02","Paenibacillus(1)",4,180,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM27_02","Paenibacillus(1)",4,210,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM27_02","Paenibacillus(1)",4,240,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM27_02","Paenibacillus(1)",4,270,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM27_02","Paenibacillus(1)",4,300,"Absorbance (600nm) continuous",0.103,22
"Sea_WYM27_02","Paenibacillus(1)",4,330,"Absorbance (600nm) continuous",0.095,22
"Sea_WYM27_02","Paenibacillus(1)",4,360,"Absorbance (600nm) continuous",0.096,22
"Sea_WYM27_02","Paenibacillus(1)",4,390,"Absorbance (600nm) continuous",0.097,22
"Sea_WYM27_02","Paenibacillus(1)",4,420,"Absorbance (600nm) continuous",0.098,22
"Sea_WYM27_02","Paenibacillus(1)",4,450,"Absorbance (600nm) continuous",0.1,22
"Sea_WYM27_02","Paenibacillus(1)",4,480,"Absorbance (600nm) continuous",0.102,22
"Sea_WYM27_02","Paenibacillus(1)",4,510,"Absorbance (600nm) continuous",0.104,22
"Sea_WYM27_02","Paenibacillus(1)",4,540,"Absorbance (600nm) continuous",0.112,22
"Sea_WYM27_02","Paenibacillus(1)",4,570,"Absorbance (600nm) continuous",0.11,22
"Sea_WYM27_02","Paenibacillus(1)",4,600,"Absorbance (600nm) continuous",0.113,22
"Sea_WYM27_02","Paenibacillus(1)",4,630,"Absorbance (600nm) continuous",0.117,22
"Sea_WYM27_02","Paenibacillus(1)",4,660,"Absorbance (600nm) continuous",0.121,22
"Sea_WYM27_02","Paenibacillus(1)",4,690,"Absorbance (600nm) continuous",0.122,22
"Sea_WYM27_02","Paenibacillus(1)",4,720,"Absorbance (600nm) continuous",0.124,22
"Sea_WYM27_02","Paenibacillus(1)",4,750,"Absorbance (600nm) continuous",0.127,22
"Sea_WYM27_02","Paenibacillus(1)",4,780,"Absorbance (600nm) continuous",0.131,22
"Sea_WYM27_02","Paenibacillus(1)",4,810,"Absorbance (600nm) continuous",0.134,22
"Sea_WYM27_02","Paenibacillus(1)",4,840,"Absorbance (600nm) continuous",0.137,22
"Sea_WYM27_02","Paenibacillus(1)",4,870,"Absorbance (600nm) continuous",0.139,22
"Sea_WYM27_02","Paenibacillus(1)",4,900,"Absorbance (600nm) continuous",0.141,22
"Sea_WYM27_02","Paenibacillus(1)",4,930,"Absorbance (600nm) continuous",0.144,22
"Sea_WYM27_02","Paenibacillus(1)",4,960,"Absorbance (600nm) continuous",0.145,22
"Sea_WYM27_02","Paenibacillus(1)",4,990,"Absorbance (600nm) continuous",0.147,22
"Sea_WYM27_02","Paenibacillus(1)",4,1020,"Absorbance (600nm) continuous",0.149,22
"Sea_WYM27_02","Paenibacillus(1)",4,1050,"Absorbance (600nm) continuous",0.149,22
"Sea_WYM27_02","Paenibacillus(1)",4,1080,"Absorbance (600nm) continuous",0.149,22
"Sea_WYM27_02","Paenibacillus(1)",4,1110,"Absorbance (600nm) continuous",0.151,22
"Wil_BB66_03","Paenibacillus(2)",1,0,"Absorbance (600nm) continuous",0.085,22
"Wil_BB66_03","Paenibacillus(2)",1,30,"Absorbance (600nm) continuous",0.084,22
"Wil_BB66_03","Paenibacillus(2)",1,60,"Absorbance (600nm) continuous",0.084,22
"Wil_BB66_03","Paenibacillus(2)",1,90,"Absorbance (600nm) continuous",0.084,22
"Wil_BB66_03","Paenibacillus(2)",1,120,"Absorbance (600nm) continuous",0.084,22
"Wil_BB66_03","Paenibacillus(2)",1,150,"Absorbance (600nm) continuous",0.084,22
"Wil_BB66_03","Paenibacillus(2)",1,180,"Absorbance (600nm) continuous",0.084,22
"Wil_BB66_03","Paenibacillus(2)",1,210,"Absorbance (600nm) continuous",0.085,22
"Wil_BB66_03","Paenibacillus(2)",1,240,"Absorbance (600nm) continuous",0.085,22
"Wil_BB66_03","Paenibacillus(2)",1,270,"Absorbance (600nm) continuous",0.085,22
