published_data.originalid,published_data.originaltraitname,published_data.originaltraitdef,published_data.standardisedtraitname,published_data.standardisedtraitdef,published_data.originaltraitvalue,published_data.originaltraitunit,published_data.originalerrorpos,published_data.originalerrorneg,published_data.originalerrorunit,published_data.standardisedtraitvalue,published_data.standardisedtraitunit,published_data.standardisederrorpos,published_data.standardisederrorneg,published_data.standardisederrorunit,published_data.replicates,published_data.habitat,published_data.labfield,published_data.arenavalue,published_data.arenaunit,published_data.arenavaluesi,published_data.arenaunitsi,published_data.ambienttemp,published_data.ambienttempmethod,published_data.ambienttempunit,published_data.ambientlight,published_data.ambientlightunit,published_data.secondstressor,published_data.secondstressordef,published_data.secondstressorvalue,published_data.secondstressorunit,published_data.timestart,published_data.timeend,published_data.totalobstimevalue,published_data.totalobstimeunit,published_data.totalobstimevaluesi,published_data.totalobstimeunitsi,published_data.totalobstimenotes,published_data.resrepvalue,published_data.resrepunit,published_data.resrepvaluesi,published_data.resrepunitsi,published_data.locationtext,published_data.locationtype,published_data.originallocationdate,published_data.locationdate,published_data.locationdateprecision,published_data.coordinatetype,published_data.latitude,published_data.longitude,published_data.interactor1,published_data.interactor1common,published_data.interactor1wholepart,published_data.interactor1wholeparttype,published_data.interactor1number,published_data.interactor1kingdom,published_data.interactor1phylum,published_data.interactor1class,published_data.interactor1order,published_data.interactor1family,published_data.interactor1genus,published_data.interactor1species,published_data.interactor1stage,published_data.interactor1temp,published_data.interactor1tempunit,published_data.interactor1tempmethod,published_data.interactor1growthtemp,published_data.interactor1growthtempunit,published_data.interactor1growthdur,published_data.interactor1growthdurunit,published_data.interactor1growthtype,published_data.interactor1acc,published_data.interactor1acctemp,published_data.interactor1acctempnotes,published_data.interactor1acctime,published_data.interactor1acctimenotes,published_data.interactor1acctimeunit,published_data.interactor1origtemp,published_data.interactor1origtempnotes,published_data.interactor1origtime,published_data.interactor1origtimenotes,published_data.interactor1origtimeunit,published_data.interactor1equilibtimevalue,published_data.interactor1equilibtimeunit,published_data.interactor1size,published_data.interactor1sizeunit,published_data.interactor1sizetype,published_data.interactor1sizesi,published_data.interactor1sizeunitsi,published_data.interactor1denvalue,published_data.interactor1denunit,published_data.interactor1dentypesi,published_data.interactor1denvaluesi,published_data.interactor1denunitsi,published_data.interactor1massvaluesi,published_data.interactor1massunitsi,published_data.interactor2,published_data.interactor2common,published_data.interactor2kingdom,published_data.interactor2phylum,published_data.interactor2class,published_data.interactor2order,published_data.interactor2family,published_data.interactor2genus,published_data.interactor2species,published_data.interactor2stage,published_data.interactor2temp,published_data.interactor2tempunit,published_data.interactor2tempmethod,published_data.interactor2growthtemp,published_data.interactor2growthtempunit,published_data.interactor2growthdur,published_data.interactor2growthdurunit,published_data.interactor2growthtype,published_data.interactor2acc,published_data.interactor2acctemp,published_data.interactor2acctempnotes,published_data.interactor2acctime,published_data.interactor2acctimenotes,published_data.interactor2acctimeunit,published_data.interactor2origtemp,published_data.interactor2origtempnotes,published_data.interactor2origtime,published_data.interactor2origtimenotes,published_data.interactor2origtimeunit,published_data.interactor2equilibtimevalue,published_data.interactor2equilibtimeunit,published_data.interactor2size,published_data.interactor2sizeunit,published_data.interactor2sizetype,published_data.interactor2sizesi,published_data.interactor2sizeunitsi,published_data.interactor2denvalue,published_data.interactor2denunit,published_data.interactor2dentypesi,published_data.interactor2denvaluesi,published_data.interactor2denunitsi,published_data.interactor2massvaluesi,published_data.interactor2massunitsi,published_data.physicalprocess,published_data.physicalprocess_1,published_data.physicalprocess_2,published_data.figuretable,published_data.citation,published_data.doi,published_data.submittedby,published_data.contributoremail,published_data.notes
MTD3792,oxygen evolution rate,missing,net photosynthesis,,162.7604,micromol o2 mg(Chl)^-1 h^-1,,,,0.04521123,mol o2 Kg(Chl)^-1 s^-1,,,,,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"University of Hyogo, Hyogo, Japan",author,,,0,Gazetteer,34.678305,135.052104,Synechocystis sp.,culture,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,38,celsius,inferred (ambient),,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 2a,"Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140_1148.",,Alex,null@null.invalid,measured in presence of 5mM NaHCO3
MTD3792,oxygen evolution rate,missing,net photosynthesis,,183.5938,micromol o2 mg(Chl)^-1 h^-1,,,,0.05099826,mol o2 Kg(Chl)^-1 s^-1,,,,,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"University of Hyogo, Hyogo, Japan",author,,,0,Gazetteer,34.678305,135.052104,Synechocystis sp.,culture,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,40,celsius,inferred (ambient),,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 2a,"Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140_1148.",,Alex,null@null.invalid,measured in presence of 5mM NaHCO3
MTD3792,oxygen evolution rate,missing,net photosynthesis,,196.6146,micromol o2 mg(Chl)^-1 h^-1,,,,0.05461516,mol o2 Kg(Chl)^-1 s^-1,,,,,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"University of Hyogo, Hyogo, Japan",author,,,0,Gazetteer,34.678305,135.052104,Synechocystis sp.,culture,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,42,celsius,inferred (ambient),,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 2a,"Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140_1148.",,Alex,null@null.invalid,measured in presence of 5mM NaHCO3
MTD3792,oxygen evolution rate,missing,net photosynthesis,,244.7917,micromol o2 mg(Chl)^-1 h^-1,,,,0.06799769,mol o2 Kg(Chl)^-1 s^-1,,,,,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"University of Hyogo, Hyogo, Japan",author,,,0,Gazetteer,34.678305,135.052104,Synechocystis sp.,culture,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,44,celsius,inferred (ambient),,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 2a,"Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140_1148.",,Alex,null@null.invalid,measured in presence of 5mM NaHCO3
MTD3792,oxygen evolution rate,missing,net photosynthesis,,207.0312,micromol o2 mg(Chl)^-1 h^-1,,,,0.05750868,mol o2 Kg(Chl)^-1 s^-1,,,,,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"University of Hyogo, Hyogo, Japan",author,,,0,Gazetteer,34.678305,135.052104,Synechocystis sp.,culture,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,46,celsius,inferred (ambient),,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 2a,"Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140_1148.",,Alex,null@null.invalid,measured in presence of 5mM NaHCO3
MTD3792,oxygen evolution rate,missing,net photosynthesis,,183.5938,micromol o2 mg(Chl)^-1 h^-1,,,,0.05099826,mol o2 Kg(Chl)^-1 s^-1,,,,,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"University of Hyogo, Hyogo, Japan",author,,,0,Gazetteer,34.678305,135.052104,Synechocystis sp.,culture,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,48,celsius,inferred (ambient),,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 2a,"Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140_1148.",,Alex,null@null.invalid,measured in presence of 5mM NaHCO3
MTD3792,oxygen evolution rate,missing,net photosynthesis,,130.2083,micromol o2 mg(Chl)^-1 h^-1,,,,0.03616898,mol o2 Kg(Chl)^-1 s^-1,,,,,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"University of Hyogo, Hyogo, Japan",author,,,0,Gazetteer,34.678305,135.052104,Synechocystis sp.,culture,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,50,celsius,inferred (ambient),,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 2a,"Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140_1148.",,Alex,null@null.invalid,measured in presence of 5mM NaHCO3
MTD3792,oxygen evolution rate,missing,net photosynthesis,,33.85417,micromol o2 mg(Chl)^-1 h^-1,,,,0.009403936,mol o2 Kg(Chl)^-1 s^-1,,,,,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"University of Hyogo, Hyogo, Japan",author,,,0,Gazetteer,34.678305,135.052104,Synechocystis sp.,culture,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,52,celsius,inferred (ambient),,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 2a,"Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140_1148.",,Alex,null@null.invalid,measured in presence of 5mM NaHCO3
MTD3792,oxygen evolution rate,missing,net photosynthesis,,0,micromol o2 mg(Chl)^-1 h^-1,,,,0,mol o2 Kg(Chl)^-1 s^-1,,,,,freshwater,lab,,,,,,,,,,,,,,,,,,,,,,,,,"University of Hyogo, Hyogo, Japan",author,,,0,Gazetteer,34.678305,135.052104,Synechocystis sp.,culture,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,sp.,,54,celsius,inferred (ambient),,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 2a,"Inoue, N., Taira, Y., Emi, T., Yamane, Y., Kashino, Y., Koike, H., & Satoh, K. (2001). Acclimation to the growth temperature and the high-temperature effects on photosystem II and plasma membranes in a mesophilic cyanobacterium, Synechocystis sp. PCC6803. Plant and Cell Physiology, 42(10), 1140_1148.",,Alex,null@null.invalid,measured in presence of 5mM NaHCO3
MTD4026,photosynthetic rate,missing,net photosynthesis,,133.943,carbon fixed microg L^-1,,,,0.000001090086,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,24-Jun,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,4,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1a,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4026,photosynthetic rate,missing,net photosynthesis,,105.8794,carbon fixed microg L^-1,,,,0.00000240635,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,24-Jun,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1a,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4026,photosynthetic rate,missing,net photosynthesis,,169.7586,carbon fixed microg L^-1,,,,0.00000385815,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,24-Jun,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,15,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1a,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4026,photosynthetic rate,missing,net photosynthesis,,241.3796,carbon fixed microg L^-1,,,,0.0000054859,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,24-Jun,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1a,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4026,photosynthetic rate,missing,net photosynthesis,,345.5998,carbon fixed microg L^-1,,,,0.000007854541,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,24-Jun,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1a,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4026,photosynthetic rate,missing,net photosynthesis,,156.3626,carbon fixed microg L^-1,,,,0.000003553695,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,24-Jun,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,30,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1a,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4026,photosynthetic rate,missing,net photosynthesis,,47.9638,carbon fixed microg L^-1,,,,0.000001090086,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,24-Jun,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,37,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1a,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4027,photosynthetic rate,missing,net photosynthesis,,76.6432,carbon fixed microg L^-1,,,,3.065455E-7,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,13-Oct,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,4,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1d,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4027,photosynthetic rate,missing,net photosynthesis,,92.1248,carbon fixed microg L^-1,,,,0.000002093745,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,13-Oct,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,10,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1d,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4027,photosynthetic rate,missing,net photosynthesis,,129.208,carbon fixed microg L^-1,,,,0.000002936545,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,13-Oct,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,15,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1d,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4027,photosynthetic rate,missing,net photosynthesis,,162.576,carbon fixed microg L^-1,,,,0.000003694909,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,13-Oct,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,20,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1d,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4027,photosynthetic rate,missing,net photosynthesis,,78.4656,carbon fixed microg L^-1,,,,0.000001783309,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,13-Oct,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,25,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1d,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4027,photosynthetic rate,missing,net photosynthesis,,119.9904,carbon fixed microg L^-1,,,,0.000002727055,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,13-Oct,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,30,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1d,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4027,photosynthetic rate,missing,net photosynthesis,,13.488,carbon fixed microg L^-1,,,,3.065455E-7,mol co2 L^-1,,,,3,marine,field,,,,,,,,2500,lux,,,,,,,,,,,,,,,,"adventfjord, svalbard, norway; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters",organism,13-Oct,,1,Google earth,78.241076,15.595263,Aphanizomenon,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,NA,,37,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1d,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",,Sheryl,null@null.invalid,natural populations; samples collected at station located above the deepest part of the lake (24m) from a depth of 0.25 meters
MTD4220,o2 evolution,missing,gross photosynthesis,,110.171,micromol (mg chl)^-1 h^-1,,,,3.062808E-7,mol Kg(Chl)^-1 s^-1,,,,3,marine,lab,1.5,centimetre (intrenal diametre),,,,,,160,micromol m^-2 s^-1,,,,,,,,,,,,,,,,"mombolo lake, chad",organism,,,0,Google earth,13.819235,14.493026,Spirulina platensis,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,NA,Spirulina,platensis,,10.035,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1,"Torzillo, G. & Vonshak, A. (1994). Effect of light and temperature on the photosynthetic activity of the cynobacterium Spiulina platensis. Biomass and Bioenergy, 6(5), pp. 399-403.",,Sheryl,null@null.invalid,
MTD4220,o2 evolution,missing,gross photosynthesis,,203.226,micromol (mg chl)^-1 h^-1,,,,5.645167E-8,mol Kg(Chl)^-1 s^-1,,,,3,marine,lab,1.5,centimetre (intrenal diametre),,,,,,160,micromol m^-2 s^-1,,,,,,,,,,,,,,,,"mombolo lake, chad",organism,,,0,Google earth,13.819235,14.493026,Spirulina platensis,algae,,,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,NA,Spirulina,platensis,,15.293,celsius,inferred (ambient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1,"Torzillo, G. & Vonshak, A. (1994). Effect of light and temperature on the photosynthetic activity of the cynobacterium Spiulina platensis. Biomass and Bioenergy, 6(5), pp. 399-403.",,Sheryl,null@null.invalid,
