"","N0","Nmax","tlag","rmax","AIC","AICc","BIC","rsq","id","model","temp_c","species","medium","temp_k"
"187",0.158232520010594,9.98977284222252,9.23195691428673,0.200833682076576,11.3603896287575,24.6937229620909,11.7575973371567,0.999996856449423,191,"gompertz_model",20,"Aerobic Mesophilic.","Salted Chicken Breast",293
"188",NA,NA,NA,NA,NA,NA,NA,NA,192,"gompertz_model",2,"Aerobic Mesophilic.","Cooked Chicken Breast",275
"189",NA,NA,NA,NA,NA,NA,NA,NA,193,"gompertz_model",4,"Aerobic Mesophilic.","Cooked Chicken Breast",277
"190",-0.0330144491076478,7.51627123362728,317.508562649333,0.0116659413437299,20.2655323837815,25.9798180980672,22.6900656327215,0.999999981574231,194,"gompertz_model",7,"Aerobic Mesophilic.","Cooked Chicken Breast",280
"191",NA,NA,NA,NA,NA,NA,NA,NA,195,"gompertz_model",10,"Aerobic Mesophilic.","Cooked Chicken Breast",283
"192",0.041226070602012,6.05598457924022,29.677177301774,0.229249221491773,10.1338934013622,20.1338934013622,11.1200162880433,0.99999996479048,196,"gompertz_model",15,"Aerobic Mesophilic.","Cooked Chicken Breast",288
"193",0.383436786800678,7.11994875705171,42.1418402664703,0.277888679406963,-2.55225922018324,5.44774077981676,-1.03933375521301,0.999999942533093,197,"gompertz_model",20,"Aerobic Mesophilic.","Cooked Chicken Breast",293
"194",NA,NA,NA,NA,NA,NA,NA,NA,198,"gompertz_model",8,"Spoilage","Vacuum Beef Striploins",281
"195",5.29175842721847,3.70335433215872,1.0693966782276,0.105365201414889,-2.87890359853098,17.121096401469,-3.14935285325442,0.999999694114358,199,"gompertz_model",8,"Escherichia coli","Vacuum Beef Striploins",281
"196",NA,NA,NA,NA,NA,NA,NA,NA,200,"gompertz_model",8,"Salmonella Typhimurium","Vacuum Beef Striploins",281
"197",NA,NA,NA,NA,NA,NA,NA,NA,201,"gompertz_model",10,"Spoilage","Vacuum Beef Striploins",283
"198",NA,NA,NA,NA,NA,NA,NA,NA,202,"gompertz_model",10,"Escherichia coli","Vacuum Beef Striploins",283
"199",NA,NA,NA,NA,NA,NA,NA,NA,203,"gompertz_model",10,"Salmonella Typhimurium","Vacuum Beef Striploins",283
"200",NA,NA,NA,NA,NA,NA,NA,NA,204,"gompertz_model",10,"Spoilage","C02 Beef Striploins",283
"201",NA,NA,NA,NA,NA,NA,NA,NA,205,"gompertz_model",10,"Escherichia coli","C02 Beef Striploins",283
"202",7.34258483611681,15.5397535146511,0.601109292465123,1.2538731501438,-3.8257544655085,16.1742455344915,-4.09620372023193,0.999999999743596,206,"gompertz_model",12,"Spoilage","Vacuum Beef Striploins",285
"203",5.15360857954341,12.9142860536511,1.87691340560587,0.107986466479153,30.2898213937057,50.2898213937057,30.0193721389823,0.999999849152019,207,"gompertz_model",12,"Escherichia coli","Vacuum Beef Striploins",285
"204",2.13311014704653,2.5018343552803,3.48438775994471,0.0553145948596298,-9.29557536294411,10.7044246370559,-9.56602461766754,0.999999981668442,208,"gompertz_model",12,"Salmonella Typhimurium","Vacuum Beef Striploins",285
"205",NA,NA,NA,NA,NA,NA,NA,NA,209,"gompertz_model",12,"Spoilage","C02 Beef Striploins",285
"206",NA,NA,NA,NA,NA,NA,NA,NA,210,"gompertz_model",12,"Escherichia coli","C02 Beef Striploins",285
"207",0.470787654657642,7.06775361938335,3.62055249407503,0.193833038026682,-16.8990802810788,-3.56574694774546,-16.5018725726796,0.999999823295756,211,"gompertz_model",12,"Salmonella Typhimurium","C02 Beef Striploins",285
"208",NA,NA,NA,NA,NA,NA,NA,NA,212,"gompertz_model",15,"Spoilage","Vacuum Beef Striploins",288
"209",NA,NA,NA,NA,NA,NA,NA,NA,213,"gompertz_model",15,"Escherichia coli","Vacuum Beef Striploins",288
"210",NA,NA,NA,NA,NA,NA,NA,NA,214,"gompertz_model",15,"Salmonella Typhimurium","Vacuum Beef Striploins",288
"211",5.52203447515091,14.2763860211571,4.48370922009189,0.562505080950823,15.8525476119659,35.8525476119659,15.5820983572424,0.999999974309299,215,"gompertz_model",15,"Spoilage","C02 Beef Striploins",288
"212",NA,NA,NA,NA,NA,NA,NA,NA,216,"gompertz_model",15,"Escherichia coli","C02 Beef Striploins",288
"213",NA,NA,NA,NA,NA,NA,NA,NA,217,"gompertz_model",15,"Salmonella Typhimurium","C02 Beef Striploins",288
"214",0.883211202158831,13.0593274615584,0.470104813592794,5.06734059062184,11.5670010546386,51.5670010546386,10.5257984007789,0.999999996383515,218,"gompertz_model",20,"Spoilage","Vacuum Beef Striploins",293
"215",NA,NA,NA,NA,NA,NA,NA,NA,219,"gompertz_model",20,"Escherichia coli","Vacuum Beef Striploins",293
"216",NA,NA,NA,NA,NA,NA,NA,NA,220,"gompertz_model",20,"Salmonella Typhimurium","Vacuum Beef Striploins",293
"217",NA,NA,NA,NA,NA,NA,NA,NA,221,"gompertz_model",20,"Spoilage","C02 Beef Striploins",293
"218",NA,NA,NA,NA,NA,NA,NA,NA,222,"gompertz_model",20,"Escherichia coli","C02 Beef Striploins",293
"219",NA,NA,NA,NA,NA,NA,NA,NA,223,"gompertz_model",20,"Salmonella Typhimurium","C02 Beef Striploins",293
"220",NA,NA,NA,NA,NA,NA,NA,NA,224,"gompertz_model",30,"Spoilage","Vacuum Beef Striploins",303
"221",NA,NA,NA,NA,NA,NA,NA,NA,225,"gompertz_model",30,"Escherichia coli","Vacuum Beef Striploins",303
"222",NA,NA,NA,NA,NA,NA,NA,NA,226,"gompertz_model",30,"Salmonella Typhimurium","Vacuum Beef Striploins",303
"223",1.11594349462049,6.10798257716371,0.0193264455093706,4.64195057524476,-13.9028097442743,6.09719025572572,-14.1732589989977,0.999999999445679,227,"gompertz_model",30,"Spoilage","C02 Beef Striploins",303
"224",NA,NA,NA,NA,NA,NA,NA,NA,228,"gompertz_model",30,"Escherichia coli","C02 Beef Striploins",303
"225",NA,NA,NA,NA,NA,NA,NA,NA,229,"gompertz_model",30,"Salmonella Typhimurium","C02 Beef Striploins",303
"226",NA,NA,NA,NA,NA,NA,NA,NA,231,"gompertz_model",5,"Pseudomonas_spp","frankfurters",278
"227",NA,NA,NA,NA,NA,NA,NA,NA,232,"gompertz_model",5,"lactic_acid_bacteria","frankfurters",278
"228",NA,NA,NA,NA,NA,NA,NA,NA,234,"gompertz_model",15,"Pseudomonas_spp","frankfurters",288
"229",NA,NA,NA,NA,NA,NA,NA,NA,235,"gompertz_model",15,"lactic_acid_bacteria","frankfurters",288
"230",NA,NA,NA,NA,NA,NA,NA,NA,237,"gompertz_model",25,"Pseudomonas_spp","frankfurters",298
"231",NA,NA,NA,NA,NA,NA,NA,NA,238,"gompertz_model",25,"lactic_acid_bacteria","frankfurters",298
"232",NA,NA,NA,NA,NA,NA,NA,NA,239,"gompertz_model",9,"Curtobacterium_psychrophilum","Peptone",282
"233",NA,NA,NA,NA,NA,NA,NA,NA,240,"gompertz_model",18,"Curtobacterium_psychrophilum","Peptone",291
"234",NA,NA,NA,NA,NA,NA,NA,NA,241,"gompertz_model",15,"Curtobacterium_psychrophilum","Peptone",288
"235",-2.9543314658822,1.1741003472229,14.3909621122115,0.0118077938966323,-20.8803038390892,-0.880303839089173,-21.1507530938126,0.998587705709602,242,"gompertz_model",12.5,"Curtobacterium_psychrophilum","Peptone",285.5
"236",-4.06102474729688,0.407920232453162,153.910281625635,0.0535437150005986,-26.0980883263171,-6.09808832631709,-26.3685375810405,0.999250721228884,243,"gompertz_model",7.5,"Curtobacterium_psychrophilum","Peptone",280.5
"237",NA,NA,NA,NA,NA,NA,NA,NA,244,"gompertz_model",3,"Curtobacterium_psychrophilum","Peptone",276
"238",NA,NA,NA,NA,NA,NA,NA,NA,245,"gompertz_model",-0.4,"Curtobacterium_psychrophilum","Peptone",272.6
"239",NA,NA,NA,NA,NA,NA,NA,NA,246,"gompertz_model",-0.2,"Curtobacterium_psychrophilum","Peptone",272.8
"240",-3.57823441752968,0.787090097794474,23.9301025176739,0.0188315840367019,17.1652167632314,37.1652167632314,16.894767508508,0.480316608289513,247,"gompertz_model",15,"Cytophaga_antarctica","Peptone",288
"241",NA,NA,NA,NA,NA,NA,NA,NA,248,"gompertz_model",12.5,"Cytophaga_antarctica","Peptone",285.5
"242",NA,NA,NA,NA,NA,NA,NA,NA,249,"gompertz_model",9,"Cytophaga_antarctica","Peptone",282
"243",NA,NA,NA,NA,NA,NA,NA,NA,250,"gompertz_model",5,"Cytophaga_antarctica","Peptone",278
"244",NA,NA,NA,NA,NA,NA,NA,NA,251,"gompertz_model",3,"Cytophaga_antarctica","Peptone",276
"245",-1.01831336161092,0.46130306837438,189.97500746451,0.028765062350595,-53.2166008956136,-33.2166008956136,-53.4870501503371,0.999978273161973,252,"gompertz_model",-0.4,"Cytophaga_antarctica","Peptone",272.6
"246",NA,NA,NA,NA,NA,NA,NA,NA,255,"gompertz_model",20,"Cytophaga_xantha","Peptone",293
"247",NA,NA,NA,NA,NA,NA,NA,NA,256,"gompertz_model",15,"Cytophaga_xantha","Peptone",288
"248",NA,NA,NA,NA,NA,NA,NA,NA,257,"gompertz_model",9,"Cytophaga_xantha","Peptone",282
"249",NA,NA,NA,NA,NA,NA,NA,NA,258,"gompertz_model",5,"Cytophaga_xantha","Peptone",278
"250",-2.00170960923676,0.987239994510007,122.991473894833,0.022562181849295,-19.39543148138,0.60456851862002,-19.6658807361034,0.997398323749731,259,"gompertz_model",0,"Cytophaga_xantha","Peptone",273
"251",NA,NA,NA,NA,NA,NA,NA,NA,262,"gompertz_model",15,"Spirillum_pleomorphum","Peptone",288
"252",NA,NA,NA,NA,NA,NA,NA,NA,263,"gompertz_model",9,"Spirillum_pleomorphum","Peptone",282
"253",-2.1026510479321,0.0389569207528258,178.283805072186,0.0390611465499763,-49.5281365581527,-36.1948032248194,-49.1309288497535,0.99973225028442,264,"gompertz_model",5,"Spirillum_pleomorphum","Peptone",278
"254",-3.69464779762769,0.0221952005560673,331.248821178651,0.0120298032517567,-21.7528043158404,-1.75280431584041,-22.0232535705638,0.996020745645805,265,"gompertz_model",0,"Spirillum_pleomorphum","Peptone",273
"255",NA,NA,NA,NA,NA,NA,NA,NA,267,"gompertz_model",20,"Micrococcus_cryophilus","Peptone",293
"256",NA,NA,NA,NA,NA,NA,NA,NA,268,"gompertz_model",15,"Micrococcus_cryophilus","Peptone",288
"257",NA,NA,NA,NA,NA,NA,NA,NA,269,"gompertz_model",9,"Micrococcus_cryophilus","Peptone",282
"258",NA,NA,NA,NA,NA,NA,NA,NA,270,"gompertz_model",5,"Micrococcus_cryophilus","Peptone",278
"259",NA,NA,NA,NA,NA,NA,NA,NA,271,"gompertz_model",0,"Micrococcus_cryophilus","Peptone",273
"260",NA,NA,NA,NA,NA,NA,NA,NA,272,"gompertz_model",27,"Pseudomonas_flourescens","Peptone",300
"261",NA,NA,NA,NA,NA,NA,NA,NA,273,"gompertz_model",24,"Pseudomonas_flourescens","Peptone",297
"262",NA,NA,NA,NA,NA,NA,NA,NA,274,"gompertz_model",18,"Pseudomonas_flourescens","Peptone",291
"263",NA,NA,NA,NA,NA,NA,NA,NA,275,"gompertz_model",15,"Pseudomonas_flourescens","Peptone",288
"264",NA,NA,NA,NA,NA,NA,NA,NA,276,"gompertz_model",12,"Pseudomonas_flourescens","Peptone",285
"265",NA,NA,NA,NA,NA,NA,NA,NA,277,"gompertz_model",9,"Pseudomonas_flourescens","Peptone",282
"266",NA,NA,NA,NA,NA,NA,NA,NA,278,"gompertz_model",3,"Pseudomonas_flourescens","Peptone",276
"267",NA,NA,NA,NA,NA,NA,NA,NA,281,"gompertz_model",15,"pseudomonas_sp_15._O2","Eruca_satica L.",288
"268",NA,NA,NA,NA,NA,NA,NA,NA,282,"gompertz_model",15,"yeasts_and_moulds_15._O2","Eruca_satica L.",288
"269",NA,NA,NA,NA,NA,NA,NA,NA,283,"gompertz_model",15,"enterobacteriaceae_15._O2","Eruca_satica L.",288
"270",NA,NA,NA,NA,NA,NA,NA,NA,284,"gompertz_model",15,"lactic_acid_bacteria_15._O2","Eruca_satica L.",288
"271",NA,NA,NA,NA,NA,NA,NA,NA,286,"gompertz_model",15,"pseudomonas_sp_20._O2","Eruca_satica L.",288
"272",NA,NA,NA,NA,NA,NA,NA,NA,287,"gompertz_model",15,"yeasts_and_moulds_20._O2","Eruca_satica L.",288
"273",NA,NA,NA,NA,NA,NA,NA,NA,288,"gompertz_model",15,"enterobacteriaceae_20._O2","Eruca_satica L.",288
"274",NA,NA,NA,NA,NA,NA,NA,NA,289,"gompertz_model",15,"lactic_acid_bacteria_20._O2","Eruca_satica L.",288
"275",NA,NA,NA,NA,NA,NA,NA,NA,291,"gompertz_model",15,"pseudomonas_sp","Eruca_satica L.",288
"276",NA,NA,NA,NA,NA,NA,NA,NA,292,"gompertz_model",15,"yeasts_and_moulds","Eruca_satica L.",288
"277",NA,NA,NA,NA,NA,NA,NA,NA,293,"gompertz_model",15,"enterobacteriaceae","Eruca_satica L.",288
"278",NA,NA,NA,NA,NA,NA,NA,NA,294,"gompertz_model",15,"lactic_acid_bacteria","Eruca_satica L.",288
"279",NA,NA,NA,NA,NA,NA,NA,NA,296,"gompertz_model",15,"pseudomonas_sp_5._O2","Eruca_satica L.",288
"280",NA,NA,NA,NA,NA,NA,NA,NA,297,"gompertz_model",15,"yeasts_and_moulds_5._O2","Eruca_satica L.",288
"281",NA,NA,NA,NA,NA,NA,NA,NA,298,"gompertz_model",15,"enterobacteriaceae_5._O2","Eruca_satica L.",288
"282",NA,NA,NA,NA,NA,NA,NA,NA,299,"gompertz_model",15,"lactic_acid_bacteria_5._O2","Eruca_satica L.",288
"283",0.477907646511815,3.58980110823141,127.570372510461,0.00112593583272332,-10.6447646597635,9.35523534023648,-10.915213914487,0.996165229366851,301,"gompertz_model",10,"pseudomonas_sp_15._O2","Eruca_satica L.",283
"284",NA,NA,NA,NA,NA,NA,NA,NA,302,"gompertz_model",10,"yeasts_and_moulds_15._O2","Eruca_satica L.",283
"285",NA,NA,NA,NA,NA,NA,NA,NA,303,"gompertz_model",10,"enterobacteriaceae_15._O2","Eruca_satica L.",283
"286",NA,NA,NA,NA,NA,NA,NA,NA,304,"gompertz_model",10,"lactic_acid_bacteria_15._O2","Eruca_satica L.",283
"287",NA,NA,NA,NA,NA,NA,NA,NA,306,"gompertz_model",10,"pseudomonas_sp_20._O2","Eruca_satica L.",283
"288",NA,NA,NA,NA,NA,NA,NA,NA,307,"gompertz_model",10,"yeasts_and_moulds_20._O2","Eruca_satica L.",283
"289",2.86939620035343,1.81895718859398,12.2349287196994,0.00125554183540685,-13.4980453798727,Inf,-15.4508558177022,0.999265209801124,308,"gompertz_model",10,"enterobacteriaceae_20._O2","Eruca_satica L.",283
"290",NA,NA,NA,NA,NA,NA,NA,NA,309,"gompertz_model",10,"lactic_acid_bacteria_20._O2","Eruca_satica L.",283
"291",NA,NA,NA,NA,NA,NA,NA,NA,311,"gompertz_model",10,"pseudomonas_sp","Eruca_satica L.",283
"292",NA,NA,NA,NA,NA,NA,NA,NA,312,"gompertz_model",10,"yeasts_and_moulds","Eruca_satica L.",283
"293",NA,NA,NA,NA,NA,NA,NA,NA,313,"gompertz_model",10,"enterobacteriaceae","Eruca_satica L.",283
"294",NA,NA,NA,NA,NA,NA,NA,NA,314,"gompertz_model",10,"lactic_acid_bacteria","Eruca_satica L.",283
"295",3.15289662679012,1.64964305975928,1.65935174188299,0.000435100501512419,-19.7781825966416,20.2218174033584,-20.8193852505013,0.9986802250234,316,"gompertz_model",10,"pseudomonas_sp_5._O2","Eruca_satica L.",283
"296",NA,NA,NA,NA,NA,NA,NA,NA,317,"gompertz_model",10,"yeasts_and_moulds_5._O2","Eruca_satica L.",283
"297",NA,NA,NA,NA,NA,NA,NA,NA,318,"gompertz_model",10,"enterobacteriaceae_5._O2","Eruca_satica L.",283
"298",NA,NA,NA,NA,NA,NA,NA,NA,319,"gompertz_model",10,"lactic_acid_bacteria_5._O2","Eruca_satica L.",283
"299",NA,NA,NA,NA,NA,NA,NA,NA,321,"gompertz_model",5,"pseudomonas_sp_15._O2","Eruca_satica L.",278
"300",NA,NA,NA,NA,NA,NA,NA,NA,322,"gompertz_model",5,"yeasts_and_moulds_15._O2","Eruca_satica L.",278
"301",NA,NA,NA,NA,NA,NA,NA,NA,323,"gompertz_model",5,"enterobacteriaceae_15._O2","Eruca_satica L.",278
"302",NA,NA,NA,NA,NA,NA,NA,NA,324,"gompertz_model",5,"lactic_acid_bacteria_15._O2","Eruca_satica L.",278
"303",NA,NA,NA,NA,NA,NA,NA,NA,326,"gompertz_model",5,"pseudomonas_sp_20._O2","Eruca_satica L.",278
"304",NA,NA,NA,NA,NA,NA,NA,NA,327,"gompertz_model",5,"yeasts_and_moulds_20._O2","Eruca_satica L.",278
"305",NA,NA,NA,NA,NA,NA,NA,NA,328,"gompertz_model",5,"enterobacteriaceae_20._O2","Eruca_satica L.",278
"306",NA,NA,NA,NA,NA,NA,NA,NA,329,"gompertz_model",5,"lactic_acid_bacteria_20._O2","Eruca_satica L.",278
"307",NA,NA,NA,NA,NA,NA,NA,NA,331,"gompertz_model",5,"pseudomonas_sp","Eruca_satica L.",278
"308",NA,NA,NA,NA,NA,NA,NA,NA,332,"gompertz_model",5,"yeasts_and_moulds","Eruca_satica L.",278
"309",NA,NA,NA,NA,NA,NA,NA,NA,333,"gompertz_model",5,"enterobacteriaceae","Eruca_satica L.",278
"310",NA,NA,NA,NA,NA,NA,NA,NA,334,"gompertz_model",5,"lactic_acid_bacteria","Eruca_satica L.",278
"311",NA,NA,NA,NA,NA,NA,NA,NA,336,"gompertz_model",5,"pseudomonas_sp_5._O2","Eruca_satica L.",278
"312",NA,NA,NA,NA,NA,NA,NA,NA,337,"gompertz_model",5,"yeasts_and_moulds_5._O2","Eruca_satica L.",278
"313",NA,NA,NA,NA,NA,NA,NA,NA,338,"gompertz_model",5,"enterobacteriaceae_5._O2","Eruca_satica L.",278
"314",NA,NA,NA,NA,NA,NA,NA,NA,339,"gompertz_model",5,"lactic_acid_bacteria_5._O2","Eruca_satica L.",278
"315",NA,NA,NA,NA,NA,NA,NA,NA,341,"gompertz_model",0,"pseudomonas_sp_15._O2","Eruca_satica L.",273
"316",0.0757138529766032,1.32632866438368,8.50144555502051,0,6.019328603419,19.3526619367523,6.41653631181818,0.981110781986174,342,"gompertz_model",0,"yeasts_and_moulds_15._O2","Eruca_satica L.",273
"317",NA,NA,NA,NA,NA,NA,NA,NA,343,"gompertz_model",0,"enterobacteriaceae_15._O2","Eruca_satica L.",273
"318",NA,NA,NA,NA,NA,NA,NA,NA,344,"gompertz_model",0,"lactic_acid_bacteria_15._O2","Eruca_satica L.",273
"319",NA,NA,NA,NA,NA,NA,NA,NA,346,"gompertz_model",0,"pseudomonas_sp_20._O2","Eruca_satica L.",273
"320",NA,NA,NA,NA,NA,NA,NA,NA,347,"gompertz_model",0,"yeasts_and_moulds_20._O2","Eruca_satica L.",273
"321",NA,NA,NA,NA,NA,NA,NA,NA,348,"gompertz_model",0,"enterobacteriaceae_20._O2","Eruca_satica L.",273
"322",NA,NA,NA,NA,NA,NA,NA,NA,349,"gompertz_model",0,"lactic_acid_bacteria_20._O2","Eruca_satica L.",273
"323",NA,NA,NA,NA,NA,NA,NA,NA,351,"gompertz_model",0,"pseudomonas_sp","Eruca_satica L.",273
"324",NA,NA,NA,NA,NA,NA,NA,NA,352,"gompertz_model",0,"yeasts_and_moulds","Eruca_satica L.",273
"325",NA,NA,NA,NA,NA,NA,NA,NA,353,"gompertz_model",0,"enterobacteriaceae","Eruca_satica L.",273
"326",NA,NA,NA,NA,NA,NA,NA,NA,354,"gompertz_model",0,"lactic_acid_bacteria","Eruca_satica L.",273
"327",NA,NA,NA,NA,NA,NA,NA,NA,356,"gompertz_model",0,"pseudomonas_sp_5._O2","Eruca_satica L.",273
"328",NA,NA,NA,NA,NA,NA,NA,NA,357,"gompertz_model",0,"yeasts_and_moulds_5._O2","Eruca_satica L.",273
"329",NA,NA,NA,NA,NA,NA,NA,NA,358,"gompertz_model",0,"enterobacteriaceae_5._O2","Eruca_satica L.",273
"330",NA,NA,NA,NA,NA,NA,NA,NA,359,"gompertz_model",0,"lactic_acid_bacteria_5._O2","Eruca_satica L.",273
"331",2.70081734858068,0.656598520589791,73.4782517423753,0.000613970466213373,-82.3400959738605,-79.0067626405272,-78.1740292535794,0.999859551561988,369,"gompertz_model",0,"pseudonomads","beef",273
"332",NA,NA,NA,NA,NA,NA,NA,NA,370,"gompertz_model",0,"brochothrix_thermosphacta","beef",273
"333",NA,NA,NA,NA,NA,NA,NA,NA,371,"gompertz_model",0,"lactic_acid_bacteria","beef",273
"334",0.940220361159198,0.0858084484887939,192.147375900103,0.00239569330866157,-32.5384025784009,-27.5384025784009,-29.7136557910933,0.994749468997226,372,"gompertz_model",0,"enterobacteriaceae","beef",273
"335",NA,NA,NA,NA,NA,NA,NA,NA,374,"gompertz_model",10,"pseudonomads","beef",283
"336",2.19125596142842,2.83831072409117,37.5269203170779,0.00705821692597302,-70.7833545334222,-66.7833545334222,-67.2431035279111,0.999587889545787,375,"gompertz_model",10,"brochothrix_thermosphacta","beef",283
"337",1.61029284797214,1.4193942015908,7.86289829023492,0.0009075358021814,-54.8009010396138,-51.4675677062805,-50.6348343193327,0.998398469229664,376,"gompertz_model",10,"lactic_acid_bacteria","beef",283
"338",NA,NA,NA,NA,NA,NA,NA,NA,377,"gompertz_model",10,"enterobacteriaceae","beef",283
"339",NA,NA,NA,NA,NA,NA,NA,NA,379,"gompertz_model",0,"pseudonomads","pork",273
"340",1.0134463238983,2.11015971833371,11.2880810567473,0.000957413947533366,-65.0223910483193,-61.0223910483193,-61.4821400428082,0.999885929441628,380,"gompertz_model",0,"brochothrix_thermosphacta","pork",273
"341",NA,NA,NA,NA,NA,NA,NA,NA,381,"gompertz_model",0,"lactic_acid_bacteria","pork",273
"342",0.661527002884288,1.62039547413889,83.4245783430763,0.00103299394571069,-38.8636642435996,-33.1493785293139,-36.4391309946596,0.998930691432397,382,"gompertz_model",0,"enterobacteriaceae","pork",273
"343",1.58733050969052,0.319381237420578,22.9308478615567,0.00262686147753742,-69.9239731502519,-67.5710319737813,-64.4687608834603,0.999541787251794,384,"gompertz_model",10,"pseudonomads","pork",283
"344",NA,NA,NA,NA,NA,NA,NA,NA,385,"gompertz_model",10,"brochothrix_thermosphacta","pork",283
"345",NA,NA,NA,NA,NA,NA,NA,NA,386,"gompertz_model",10,"lactic_acid_bacteria","pork",283
"346",NA,NA,NA,NA,NA,NA,NA,NA,387,"gompertz_model",10,"enterobacteriaceae","pork",283
"347",NA,NA,NA,NA,NA,NA,NA,NA,388,"gompertz_model",0,"aerobic bacteria","soybeans",273
"348",NA,NA,NA,NA,NA,NA,NA,NA,389,"gompertz_model",5,"aerobic bacteria","soybeans",278
"349",NA,NA,NA,NA,NA,NA,NA,NA,390,"gompertz_model",10,"aerobic bacteria","soybeans",283
"350",NA,NA,NA,NA,NA,NA,NA,NA,391,"gompertz_model",15,"aerobic bacteria","soybeans",288
"351",NA,NA,NA,NA,NA,NA,NA,NA,392,"gompertz_model",6,"Serratia marcescens","Pasteurised Skim Milk",279
"352",NA,NA,NA,NA,NA,NA,NA,NA,393,"gompertz_model",6,"Serratia marcescens","UHT Skim Milk",279
"353",NA,NA,NA,NA,NA,NA,NA,NA,397,"gompertz_model",15,"Serratia marcescens","UHT Skim Milk",288
"354",NA,NA,NA,NA,NA,NA,NA,NA,398,"gompertz_model",6,"Serratia marcescens","Pasteurised Full-fat Milk",279
"355",NA,NA,NA,NA,NA,NA,NA,NA,399,"gompertz_model",6,"Serratia marcescens","UHT Full-fat Milk",279
"356",NA,NA,NA,NA,NA,NA,NA,NA,400,"gompertz_model",10,"Serratia marcescens","Pasteurised Full-fat Milk",283
"357",NA,NA,NA,NA,NA,NA,NA,NA,402,"gompertz_model",15,"Serratia marcescens","Pasteurised Full-fat Milk",288
"358",NA,NA,NA,NA,NA,NA,NA,NA,403,"gompertz_model",15,"Serratia marcescens","UHT Full-fat Milk",288
"359",NA,NA,NA,NA,NA,NA,NA,NA,404,"gompertz_model",6,"Serratia marcescens","Pasteurised Double Cream",279
"360",NA,NA,NA,NA,NA,NA,NA,NA,405,"gompertz_model",6,"Serratia marcescens","UHT Double Cream",279
"361",NA,NA,NA,NA,NA,NA,NA,NA,408,"gompertz_model",15,"Serratia marcescens","Pasteurised Double Cream",288
"362",NA,NA,NA,NA,NA,NA,NA,NA,409,"gompertz_model",15,"Serratia marcescens","UHT Double Cream",288
"363",NA,NA,NA,NA,NA,NA,NA,NA,410,"gompertz_model",0,"Arthrobacter sp. 77","TGE agar",273
"364",1.47893057848269,3.4575821913465,22.4429585667017,0.0100031713489016,9.04825951175864,14.0482595117586,11.8730062990663,0.999998817931602,411,"gompertz_model",7,"Arthrobacter sp. 77","TGE agar",280
"365",NA,NA,NA,NA,NA,NA,NA,NA,412,"gompertz_model",20,"Arthrobacter sp. 77","TGE agar",293
"366",0.939298931574689,3.10461647532918,2.77836476886503,0.14349812986726,-2.59000551623775,5.40999448376225,-1.07708005126752,0.999998225515747,413,"gompertz_model",30,"Arthrobacter sp. 77","TGE agar",303
"367",NA,NA,NA,NA,NA,NA,NA,NA,414,"gompertz_model",37,"Arthrobacter sp. 77","TGE agar",310
"368",NA,NA,NA,NA,NA,NA,NA,NA,415,"gompertz_model",0,"Arthrobacter sp. 88","TGE agar",273
"369",NA,NA,NA,NA,NA,NA,NA,NA,416,"gompertz_model",7,"Arthrobacter sp. 88","TGE agar",280
"370",NA,NA,NA,NA,NA,NA,NA,NA,417,"gompertz_model",20,"Arthrobacter sp. 88","TGE agar",293
"371",NA,NA,NA,NA,NA,NA,NA,NA,418,"gompertz_model",30,"Arthrobacter sp. 88","TGE agar",303
"372",NA,NA,NA,NA,NA,NA,NA,NA,419,"gompertz_model",37,"Arthrobacter sp. 88","TGE agar",310
"373",NA,NA,NA,NA,NA,NA,NA,NA,420,"gompertz_model",0,"Arthrobacter sp. 62","TGE agar",273
"374",NA,NA,NA,NA,NA,NA,NA,NA,421,"gompertz_model",7,"Arthrobacter sp. 62","TGE agar",280
"375",NA,NA,NA,NA,NA,NA,NA,NA,422,"gompertz_model",20,"Arthrobacter sp. 62","TGE agar",293
"376",NA,NA,NA,NA,NA,NA,NA,NA,423,"gompertz_model",30,"Arthrobacter sp. 62","TGE agar",303
"377",NA,NA,NA,NA,NA,NA,NA,NA,424,"gompertz_model",37,"Arthrobacter sp. 62","TGE agar",310
"378",NA,NA,NA,NA,NA,NA,NA,NA,425,"gompertz_model",0,"Arthrobacter aurescens","TGE agar",273
"379",NA,NA,NA,NA,NA,NA,NA,NA,426,"gompertz_model",7,"Arthrobacter aurescens","TGE agar",280
"380",NA,NA,NA,NA,NA,NA,NA,NA,427,"gompertz_model",20,"Arthrobacter aurescens","TGE agar",293
"381",NA,NA,NA,NA,NA,NA,NA,NA,428,"gompertz_model",30,"Arthrobacter aurescens","TGE agar",303
"382",NA,NA,NA,NA,NA,NA,NA,NA,429,"gompertz_model",37,"Arthrobacter aurescens","TGE agar",310
"383",NA,NA,NA,NA,NA,NA,NA,NA,430,"gompertz_model",0,"Arthrobacter citreus","TGE agar",273
"384",NA,NA,NA,NA,NA,NA,NA,NA,431,"gompertz_model",7,"Arthrobacter citreus","TGE agar",280
"385",NA,NA,NA,NA,NA,NA,NA,NA,432,"gompertz_model",20,"Arthrobacter citreus","TGE agar",293
"386",NA,NA,NA,NA,NA,NA,NA,NA,433,"gompertz_model",30,"Arthrobacter citreus","TGE agar",303
"387",NA,NA,NA,NA,NA,NA,NA,NA,434,"gompertz_model",37,"Arthrobacter citreus","TGE agar",310
