"X"	"Time"	"PopBio"	"Temp"	"Time_units"	"PopBio_units"	"Species"	"Medium"	"Rep"	"Citation"	"ID"	"logPopBio"
"755"	755	287.29792147806	0.157333333333334	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-0.803179256085573
"756"	756	264.203233256351	0.162666666666667	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-0.788701432716951
"757"	757	239.260969976905	0.170666666666667	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-0.767851293743831
"758"	758	215.242494226328	0.168	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-0.774690718274137
"759"	759	191.224018475751	0.173333333333334	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-0.761117911084862
"760"	760	168.129330254042	0.16	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-0.795880017344075
"761"	761	143.187066974596	0.152	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-0.818156412055227
"762"	762	119.168591224019	0.125333333333333	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-0.901933409792003
"763"	763	95.1501154734411	0.101333333333333	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-0.99424767111091
"764"	764	71.1316397228638	0.0773333333333333	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-1.11163326982876
"765"	765	47.1131639722864	0.0480000000000003	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-1.31875876262441
"766"	766	24.0184757505774	0.0293333333333334	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-1.53263858256949
"767"	767	9.2378752886836	0.016	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-1.79588001734408
"768"	768	2.77136258660506	0.00533333333333341	15	"Hours"	"OD_595"	"Bacillus.pumilus"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	27	-2.27300127206373
"769"	769	479.445727482679	0.303476520400308	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.517874904111097
"770"	770	455.427251732101	0.358836027713626	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.445103959575205
"771"	771	431.408775981524	0.390195535026944	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.408717704506479
"772"	772	407.390300230947	0.424221709006928	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.372407110782501
"773"	773	382.448036951501	0.44222324865281	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.354358429337093
"774"	774	359.353348729792	0.494940723633564	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.305446811046962
"775"	775	335.334872979215	0.510300230946882	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.29217423511881
"776"	776	310.392609699769	0.581635103926097	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.23534939000781
"777"	777	287.29792147806	0.621019245573518	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.206894940698031
"778"	778	263.279445727483	0.649712086220169	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.187279054229084
"779"	779	239.260969976905	0.64640492686682	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.1894953420495
"780"	780	215.242494226328	0.643097767513472	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.191722998049425
"781"	781	191.22401847575	0.669123941493456	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.174493430630989
"782"	782	167.205542725173	0.687150115473441	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.162948376186391
"783"	783	143.187066974596	0.686509622786759	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.16335337089059
"784"	784	118.24480369515	0.59251116243264	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.227303463482862
"785"	785	95.150115473441	0.474561970746728	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.32370706712286
"786"	786	71.1316397228637	0.321921478060046	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.492250046949722
"787"	787	47.1131639722862	0.193280985373364	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.713810868959605
"788"	788	23.094688221709	0.107307159353349	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-0.969371301669383
"789"	789	9.23787528868354	0.0749376443418011	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-1.12529996303614
"790"	790	5.54272517321021	0.0455057736720552	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-1.34193349752232
"791"	791	3.69515011547344	0.0294565050038489	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-1.53081878320912
"792"	792	-1.13686837721616e-13	0.00802463433410305	15	"Hours"	"OD_595"	"Clavibacter.michiganensis"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	28	-2.09557474836851
"793"	793	479.445727482679	0.140809853733641	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.85136695263419
"794"	794	455.427251732101	0.150836027713626	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.821494913317389
"795"	795	431.408775981524	0.158195535026944	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.800805778363785
"796"	796	407.390300230947	0.160221709006928	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.795278640167111
"797"	797	383.371824480369	0.159581216320246	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.797018229078965
"798"	798	359.353348729792	0.185607390300231	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.731404735537891
"799"	799	335.334872979215	0.190300230946882	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.72056068465625
"800"	800	311.316397228637	0.194993071593533	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.709980819520318
"801"	801	287.29792147806	0.199685912240185	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.699652573347447
"802"	802	263.279445727483	0.212378752886836	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.672888933756124
"803"	803	239.260969976905	0.217071593533487	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.663397005559077
"804"	804	215.242494226328	0.235097767513472	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.628751494912421
"805"	805	191.224018475751	0.239790608160123	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.620167830845635
"806"	806	167.205542725173	0.249816782140108	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.602378390037028
"807"	807	143.187066974596	0.299842956120092	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.5231061491077
"808"	808	119.168591224018	0.29920246343341	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.52403483510192
"809"	809	95.1501154734412	0.277228637413395	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.55716190960055
"810"	810	71.1316397228637	0.228588144726713	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.640946297183435
"811"	811	47.1131639722862	0.137280985373364	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-0.862389612211871
"812"	812	23.0946882217088	0.0353071593533485	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-1.45213722230641
"813"	813	9.23787528868365	0.0189376443418012	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-1.72267404396965
"814"	814	6.4665127020786	0.0108637413394919	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-1.96402058328528
"815"	815	1.84757505773666	0.00540723633564255	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.1"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	29	-2.267024648175
"816"	816	480.369515011547	0.236834488067744	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.625555054960495
"817"	817	456.35103926097	0.236193995381062	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.626731147391506
"818"	818	431.408775981524	0.240862201693611	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.618231348128953
"819"	819	408.314087759815	0.245579676674365	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.609807576754748
"820"	820	384.295612009238	0.242272517321016	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.615695848152107
"821"	821	360.27713625866	0.254965357967667	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.593518822960186
"822"	822	336.258660508083	0.267658198614319	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.572419449241413
"823"	823	312.240184757506	0.28035103926097	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.552297829633373
"824"	824	287.29792147806	0.271685912240185	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.565932880518333
"825"	825	264.203233256351	0.265736720554273	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.575548428908519
"826"	826	240.184757505774	0.262429561200924	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.580987245731844
"827"	827	216.166281755196	0.248455735180908	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.60475097384832
"828"	828	192.147806004619	0.25314857582756	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.596624511539916
"829"	829	168.129330254042	0.255174749807544	15	"Hours"	"OD_595"	"Pseudomonas.fluorescens.2"	"TSB"	1	"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080."	30	-0.593162302371685
